text,label_sentiment
הלב מסרב לקבל את לקחיתם של פרחים קטנים שלא הספיקו לפרוח ולשמוח יהי זכרו ברוך נשמה יקרה ו מיוחדת . לבי נקרע,0,negative
זאת היא אהבת אמת,0,negative
" כבןד הנשיא , למה להביע דעה , האבא מבקש מתחנן על נפשו שבתו לא תתחתן עם גוי , לא רוצה נכדים מוסלמים , על איזה חירות או גזענות אתה מדבר ??? ",1,positive
" ומה עם גינוי ערביי ישראל שהפגינו והסיתו באלימות בזמן המלחמה ? בכפר קאסם ירו זיקוקים לאות שמחה כשהטילים איימו מעל ראשינו , והמואזין קרא לילות שלמים והטריד את מנוחתם של הישובים היהודייים הקרובים . תגנה אותם , תרפו מאיתנו כבר , ואל תהיה יפה נפש אדוני הנשיא . ",1,positive
ברכות חמות לנשיא הנבחר ותודה גדולה לכבוד הנשיא פרס,0,negative
אנחנו מקוים לראות אץ רובי בביץ הנשיא זה מקוצו ועפ ישראל נועד לאדם ערכי כל כך ברכה והצלחה אוהבים מאד הדגניים מקריץ אתא,0,negative
ריבלין שכח שכאשר ערבי מגיע להישג כלשהו הוא מיד מכריז על עצמו פלסטינאי ...,1,positive
ילד מתוק בלתי נתפס ! כאב לב ! יהי זיכרו ברוך ת.נ.צ.ב.ה,0,negative
בושה,1,positive
כבוד הנשיא - מאחלת הצלחה אדירה בתפקידך הרם . כמה אני שמחה שנבחרת .,0,negative
אין כמו סבאים נכון בהוד,0,negative
רובי מאז שהפכת לנשיא שיניתה את כל העקרונות שלך,1,positive
אוהבים אותך כבוד הנשיא,0,negative
אדוני הנשיא חייבת להודות שגיליתי אותך מחדש . שאפו על האמירה נגד גזענות . ובכלל שבת מבורכת לך ולכולנו .,0,negative
רובי ריבלין . קודם כל מזל טוב ושפע ברכות . אני לא ממש יודעת עדיין מי אתה וגם לא ממש מכירה את פעלך . אבל שמעון פרס הוא אדם שמאוד מאוד אהבתי והערכתי . אנחנו קבוצה גדולה מאוד של אנשים אמנים . מרפאים . אנשי רוח . מורים ממגוון תחומים ומגוון דתות ולאומים . שמייחלים להביא את העולם למקום של אחווה שלום שיתוף הבנה ושגשוג כלכלי רוחני . שגשוג בכלל . ומאוד מקווים שאתה תהיה חלק פעיל במאמץ המשותף של כולנו לשיח ריפוי ושלום עולמי . אנחנו .,0,negative
מזדהה..גם אני סיימתי לימודים בפקולטה הזאת .. למדתי מאוקטובר 1993 ועד תחילת 1997 .. מזדהה ..,0,negative
איזה ילד מאמי ... עצובב,0,negative
שבת שלום נשיא אהוב שלנו .,0,negative
כל הכבוד לנשיא שלנו !,0,negative
הלב נקרע,0,negative
אתה בושה והממשלה שלנו בושה פחדנים אתם מחסלים בשקט בשקט את מדינת ישראל משחקים אותה יפה נפש שמנהיגי העולם יגידו לכם כל הכבוד !! אתם חושבים רק על עצמך ועל הכיס המנופח שלכם הפקרתם את האזרחים !!,1,positive
צודק זו זכותה המלאה אפילו שאני לא הייתי רוצה שזה יקרה בביתי אבל זו !! זכותה המלאה .,0,negative
" נחמה , גם את האישה מספר אחת ! ",0,negative
" מעריצה אותך סבא מדהים , תמיד עם חיוך על פניך , כיף לעם שיש נשיא כמוך ",0,negative
שאלוהים יתן לך כוח,0,negative
" כבוד הנשיא , איחוליי שתרווה נחת ממשפחתך ומנכדך , אשרינו שזכינו בנשיא כמותך עלה והצליח !. ",0,negative
" כבוד הנשיא , מזל טוב לרגל בחירתך . היית מועמד שרשם על שמו אינסוף פעולות למען אזרחי המדינה , ישר , הגון , צנוע , ומוסרי שהדמוקרטיה תמיד עמדה בראש מעייניך גם כשהחליטה בניגוד לדיעותך . אבל אז הגיע ביבי ( יחד עם שרה ) ושם וטו ! אבל אז הגיע ביבי ( יחד עם שרה ) וניסה לדחות את מועד הבחירות ! אבל אז הגיע ביבי ( יחד עם שרה ) וניסה לשנות את חוק יסוד נשיא המדינה ! אבל אז הגיע ביבי ( יחד עם שרה ) וחיפש מועמדים שונים ומשונים ! למה ? כי פשוט לא באת להם טוב ... לא התאים להם אדם עצמאי שלא מנגן לפי החליל שלו , ושלא מתרפס בפני אשתו ... זכור את אשר עשה לך עמלק !! שמור עלינו מפניו !!! ",0,negative
נקמת דם ילד קטן עוד לא ברא השטן,0,negative
הנשיא מקבל דואר למרות השביתות ?,0,negative
רובי בחרת להיות נשיא למה אנחנו צריכים לסבול יותר ממה שסובלים כבוד הנשיא,1,positive
כל מי שיפגע במדינה שלי נחזיר לו.אדוני הנשיא אל תשתנה ואל תשכח מאין הגעת.הגעת מהליכוד מה עכשיו להתיפייף.הם פוגעים בנו ואנחנו לא פראיירים אנחנו נענה בחזרה . למה שירימו עלינו את הראש שלהם ויורידו מכבודינו ? לא עוד אדוני.אתה יכול להמליץ טבל לא לאיים בחקירות.זו המדינה שלנו נקודה הם רק אורחים זמניים פה .,1,positive
גיבור וירטואלי .,1,positive
ישר כוחך כבוד הנשיא . מי יתן ותפילותינו-תפילותיך יענו במהרה ושבו בנים לגבולם,0,negative
" אשה אהובה ותומכת , ומשפחה חמה , מהווים חומה בצורה נגד כל קושי וצרה ",0,negative
Reuven Rubi Rivlin - ראובן רובי ריבלין אתה בושה למחנה הלאומי . מה שליברמן אמר עליך - אני חותם על כול מילה . ויש לי גם שאלה קטנה : לא מוזר שיחימוביץ טיבי וגילאון בחרו בריבלין ? לתשומת ליבכם .,1,positive
קח מגרסה גרוס את כולם זרוק למזבלה,1,positive
העיקר לא להפריע למחמוד ומורל להקים קן של אוהבים אה מר ריבלין .. תתפטר !,0,negative
" מיום ליום אני מתחיל לאהוד את ביתר ירושלים , סוף סוף קצת גאוה יהודית ואתם תקראו לזה גזענות וכו , , , . עכשיו נשאר לאהוב כדורגל ",1,positive
" מאוד יפה , ואני מאחלת לך בהצלחה , ותמשיך להיות איש אהוב וטוב לאשה למשפחה ולכל בית ישראל , עלה והצלח ותהיה דוגמא לנבחרים , איש יקר . ",0,negative
חבל ששמעון פרס לא נשאר הנשיא אתה לא ראוי לתפקיד הזה נשיא ישראל שמייצג אותנו המדינה היהודית לא צריך להיות בעד נישואי תערובת לאויב תתבייש,1,positive
גם לך איש יקר שבת שלום,0,negative
אני באופן אישי מאוד שמחה,0,negative
תתבייש לך !!! לכבד יהודיה שבגדה בעמה והתאסלמה ??? אתבה נשיא חופשי של כל העמים ??? לך לאוגנדה ! אין לך מה לחפש בארץ הקודש !,1,positive
כן כב ׳ הנשיא תשמע בעצתו של גבריאל פישמן ותקלל את הערבים ? בעצם תשיר ״ מוות לערבים ״ תזמין את מירי רגב ודני דנון וליברמן ותרקדו על השיר,1,positive
עצוב,0,negative
" זכותו של אדם לחיות כראות עיניו גם אם אנו לא רואים את הדברים באותה עין , זכות האדם צריכה להישמר ולהיות חופשיה לבחור מהי הדרך הרצויה והמבוקשת . ",0,negative
כל מילה בסלע,0,negative
יפה כמו אמא שלה 😙,0,negative
כבוד הנשיא מזל טוב הנך איש יקר ומיוחד אוהב את הבריות . האדם הנכון במקום הנכון היינו אצלך בלשכה לפני 4 שנים כשצלמנו לעידן קליפ לבר מצווה . אנו מאחלים לך עוד שנים של עשייה שתדע רק ברכות והצלחות,0,negative
נשבעת בתנך.אתה יודע מה כתוב שם על התבוללות ? כבוד אפס המדינה.בוגד.ישבתי בעבודה בזמן הבחירות ואמרתי תהילים שתיבחר.תתבייש לך !!!!,1,positive
" כל הכבוד , אכן מדינה דמוקרטית ולכל אחד מאיתנו זכות הבחירה , וכן הזכות לחיות ים מי שהוא חפץ . ",0,negative
מה אתה הייתה עושה עם זה היה הנכד שלך ?,1,positive
מעניין איך היית מגיב לו בתך היתה מתחתנת עם ערבי .....,1,positive
חלילה !! אתה מוציא לי מילים מהפה גל !! איפה אתה שרשומה המילה גראס ?! תזהר במה שאתה רושם !!,1,positive
" בושה וחרפה שכך מדבר נשיא מדינת ישראל ומעודד התבוללות בתוך מדינת ישראל , אפילו הגויים ברוסיה כשחקרו את האדמו""ר מחב""ד הראשון , על זה שכתב בספרו התניא , שליהודי יש נשמה קדושה ולגוי יש רק נפש מהקליפות הטמיאות היבנו אותו ושיחררו אותו לחופשי , ואתה בתור יהודי לא מבין זאת , אתה לא מבין את הבעיה שנישואי תערובת , אז תלך ללמוד מה זה יהדות , חבל שכך המצב שנשיא במדינת ישראל מעודד התבוללות , ולא מבין שהתבוללות היא אסון לעם היהודי . ",1,positive
" חייבים לסגור את העמותה הזאת . הם נוראים , גם כשאין להם פייס עושים דברים איומים ומשבשים לבני נוער את המוחות . ",0,negative
" כבוד הנשיא ! ראשית , ברכותי החמות על היותך הנשיא הבא של מדינת ישראל ! מאוד קיוויתי שתבחר , ותקוותי נענתה . אני חושבת , שמנהיגי ערב אוהדים אותך , מאמינים בך ומכירים את יושרך.גם אם הם לא מדברים על כך.לפיכך , לדעתי , טוב עשית בפנייתך אליהם.ומי ייתן ונראה את שלושת הנערים איתנו . ",0,negative
" בושה למדינת ישראל נשיא כמוך . אם הבת שלך הייתה מתחתנת עם ערבי בטוח לא היית מדבר ככה , וחבל שלא כך . ",1,positive
גאי אתה בושה ליהדות מתבולל !,2,
שבת שלום כבוד הנשיא,0,negative
" מאוד שמחה שאתה הוא זה המכהן בתפקיד . שבת של שלום לך ולכל ב""ב ",0,negative
ושזורקים בקבוקי תבערה לעברנו ואבנים ? לא חשבת על חוק להוציא אתם מחוץ לחוק ? את המתפרעים או שאתה נטפל רק ליהודים ?,1,positive
אמן תבורך מפי עליון,0,negative
" רובי נשיאנו האהוב , שבת שלום . ",0,negative
לפעול . ביד . חזקה . נגד . כל המסיתים . את הצבא . לא . ננוח . צריך . לרסן . אותם . ולשלוח . אותם . לסוריה או . לעזה . שם מקומם,0,negative
כל הכבוד לנשיא מילים כדרבנות,0,negative
אין ספק שלגזענות אין מקום בכדורגל אבל האם היו אוהדי בית ״ ר שאותה אתה אוהד האם גם היית מגנה זאת ?,1,positive
" יאללה רובי כולם יודעים שזה לא דעתך האמיתית , די להתיפייף ולשחק אותה ליברל גם בזה !!!! ",1,positive
כאב לב אמיתי !!! לא יאןמן כמה שזה לא נתפס ועצוב,0,negative
שבת שלום ומבורך,0,negative
עלה והצלח,0,negative
כבוד הנשיא !,0,negative
הלוואי שהייתה לי ההזדמנות לפגוש את מרטין לאתר קינג . בן אדם מדהים ואמיץ,0,negative
עם חופשי בארצנו.הכוונה ליהודים אך ורק ליהודים כי מה שעברנו בדורי דורות הוא שרצחו בנו גם הנוצרים וגם הערבים.זאת הכוונה שיש לנו מדינה מהקדוש ברוך הוא ארץ הקודש.ולא שנתבולל אך ורק מדינה ליהודים.בגלל זה יהיו וימשיכו הבעיות בעולם ובמדינה אם ניתבולל וכל מי שלא יהודי יעשה מה שבא לו.לכן רואים את השינאה עלינו בעולם למה ? כי אתה נשיא טיפש ולא מבין שהשכינה לא תיהיה פה עד שלא יהיו פה מי שלא צריך.מהיבוסי.החיטי.האמורי והפרט וחידקל לך .,1,positive
דבר פחות עשה יותר קח דוגמא ממירי רגב מבנט או בן ארי !! בתור הנשיא הייתי מצפה ממך לפעול למיגור אויבי ישראל כמו חנין זועבי . אבל כנראה שזה לא יקרה כי רובכם בכנסת כל מה שמעניין אתכם זה לשבת הרבה זמן על הכיסא,1,positive
אני האזרח הקטן בחרתי בך מתחילת הדרך אדם עניו וכנה וישר אין הרבה כמוך בהצלחה לך מחר.למרות שלדעתי אתה נשיאנו הבא . יחי נשיא מדינת ישראל אמן כן יהי רצון .,0,negative
זבוטינסקי ? זבוטינסקי ? זבוטינסקי ???,1,positive
" מגיע לך כל הכבוד נשיאנו היקר . למרות וחרף המצב המלחמתי יצאת ללוות למנוחת עולם את דניאל טרגרמן ז""ל . בעוד חברי ממשלה לא הגיעו ... ",0,negative
רגע אחד וכל הישראלים שמתחתנים בחול אסור להם מי אתם שתגידו מה מותר ומה אסור . זה לא משנה עם הוא יהודי נוצרי או ערבי . בכל דבר קודם כל הם בני אדם .,1,positive
כמה כמה כמה עצוב ! הלב נקרע !,0,negative
" רוביק יקר , ברכותי לך ולנכדותיך , חופש נעים ובטוח . ליבי דואב על הרצח השפל של שלושת הנערים הי'ד . ",0,negative
" חבל שלא באמת מסתכלים על מהות הבעיה וחבל שמנהיגנו באשר הם עסוקים תמיד בלהראות עד כמה לכאורה אנחנו נאורים . אין זה גזענות . יש פה הרבה בעיות בעניין הזה . אם יוולדו לה ממנו ילדים מצד אחד לפי האיסלאם הם ייחשבו כמוסלמים שלפיהם הולכים על פי דת האבא ואילו לפי היהדות שהולכים לפי האמא הם ייחשבו יהודים . איפה עניין של חגים מסורת וכו ׳ ? איפה העניין שהילדים יגיעו ל120 היכן יצטרכו להיקבר , האם בבית קברות מוסלמי או יהודי ? אני רוצה לראות שיש כאלה ערבים שהיו מוכנים שהבת שלהם תתחתן עם יהודי ואם יש זה טיפה בים , הם יהיו מסוגלים לרצוח אותה על כבוד המשפחה , והיו מקרים מעולם . שלא נדבר על זה שמנסיון של בנות שהלכו עם בני מיעוטים רק חרא יצא מהסיפור הזה , החל ממכות השפלות מצד בני המשפחה . הרבה בנות נכנסו לקשרים עם בני מיעוטים שלא ידעו מלכתחילה שהם בני מיעוטים או שפיתו בחורות ממשפחות קשות יום עם כסף . לא נראה לי שזה התחלה טובה של קשר . ",1,positive
אלוקים ברא את האדם ואת היהודי המובדל מן הגוי ולכן רשאים מי שירצה למחות על הנבלה שתהיה היום למחות בתוקף וללא אלימות . מה שבטוח כבוד הנשיא שבעוד זמן לא ארוך נשמע על האלימות שתופנה נגד מורל מהמחמוד הזה זה רק עניין של זמן . אם לא נדאג לגורל בניני ובנותינו במדינתינו נהיה בדיוק כמו מספר היהודים המתבוללים בארה ״ ב גם לדמוקרטיה יש גבולות והגבול הוא להניא ולהמיר מדתם את בנינו ובנותינו,1,positive
למה לא לקנות בית טיפה יותר חדש ? או לפחות לשפץ את תיבת הדואר ? צניעות לא אומר בהכרח סגפנות .,0,negative
Uri cohen - לייק ענק !!!!!,2,
מוסד של כיבודים בזבוז משווה,0,negative
מזל טוב לך כבוד הנשיא בהצלחה בהמשך הדרך,0,negative
צודק !!!,0,negative
הנשיא לא אמר דבר על בעד או נגד הנישואין האילו והוא צודק כי זה לא מה שחשוב כרגע . הוא מדבר על כבוד האדם וחירותו ומנסה למנוע מהקיצוניים למיניהם לנהוג באלימות ואשר זורעים שנאה והסתה באופן מטריד . יישר כח כבוד הנשיא !,0,negative
" אודי אמסלם , אני בדיוק בדעה שלך , ",2,
יש לנו שוליים צרים שהכאב מהקיצוניים של המוסלמים ( שלא מגונים ממנהיגהם גורם להתפרץ ) ו,0,negative
אמן והלוואי שעכשיו אנו בתהליך גבוה של בנית הבית השלישי בעה,0,negative
הכי קל ללכת לקיצון לעזאזל יותר קשה להישאר שפוי .,1,positive
" חבר איפה היית כשאוהדי סכנין שרו מוות ליהודים ואיטבח אל יהוד ? גם שם ראדי  "" הלוחם בגזענות "" "" היה ולא שמענו לא ממנו ולא ממך מילה . לא רוצים ערבים במכבי """,1,positive
" מר נתניהו את משה יעלון , מחר בשעה 8.00 בבוקר המחבלים יפתחו בהתקפה , טילים , ופצמ""רים , אל תכניס את הילדים , אני לבד אלחם בם , לא רוצים לראות שוב הלוויות , האם זה ברור לך , אל תכניס את הילדים שוב , הבורא ילחם לכם , ואתם תחרישון . ",1,positive
" חג בכורים שמח ומאושר לך אחי הבכור , לרעייתך , לילדיך ונכדיך המקסימים . נשיקות ומזל טוב לרן האהוב שלנו לרגל הולדת הבן . מכל משפחת שם טוב . ",0,negative
ברכות חמות להצלחה .,0,negative
אמן !!! אין כמוך ריבלין !!!,0,negative
אמן,0,negative
יופינו הוא באחדותינו . על כן כולנו נצא נגד ההסתות והקריאות הגזעניות . לא עוד .,0,negative
מלאך קטן . שלא נדע . כמה עצוב .,0,negative
יישר כוח על תגובתך .,0,negative
" מצטרף לקריאה , ומתבייש שיש לקבוצה שאותה אני אוהד קבוצה של אוהדים מגעילים ודוחים פרחחים לכו הביתה !!! ",0,negative
רובי היקר שיהיה לך ולנו המון בהצלחה ביחד ובעזרת השם בואך לבית הנשיא יביא לך ולכל עם ישראל ומדינת ישראל המון המון מזל טוב הצלחה רווחה בריאות ודיור לזוגות הצעירים שלנו שנלחמו כמו אריות למען העם והמדינה היחידה שיש לנו וגם אושר ועושר לא יזיקו לנו ובעיקר המון שמחה ואחדות בעם ישראל . אז רובי היקר הרגיש והמרגש תתחיל לעבוד אח יקר ואהוב שלנו . דע לך שכל עם ישראל ואזרחי מדינת ישראל מרוצים מאוד מכך שאתה הוא הנשיא הנבחר שלנו . בהצלחה ענקית אמן ואמן . איש יקר ישר ואהוב שלנו,0,negative
מטומטם מי שברה אותח פאלאס.בדוק חמר .,1,positive
תפסיק ללקק לערבים יותר חשוב,1,positive
תודה על הקול השפוי .,0,negative
בהצלחה חבל שהעם לא בוחר .,0,negative
כל כך כואב וכל כך עצוב : - (,0,negative
אדיני הנשיא !!! מה קרה לך ?! פתאום אתה מדבר אחרת .. זה לא מה שציפינו ממך ... תהיה אתה .. שפיך ליבך יהיו שווים ... מה ההתחסדית הזאת,1,positive
אדוני הנשיא .... תנסה קודם להקיא את חברי הכנסת הערביים שבוגדים במדינה . אל תטיף מוסר כל עוד הדג מסריח מהראש . ואתה היית חלק מהדג הזה שנים . צא מהממלכתיות המזוייפת . הערבים ברובם לא סוהלים אותנו .,1,positive
" תבורך כבוד הנשיא ראובן ריבלין . אם תעיין במיקצת מן התגובות הכל כך חריפות כאן , תבין שלפניך משימה אדירה וחשובה לאין ערוך . וכקוריוז - איך עלמה עם שם כל כך פיוטי : בת אל בת גד , גדלה והפכה למקור שינאה ורוע , זו שאלה כבדה שראוי שאתה והשר פירון וכולנו נתעסק איתה . ",1,positive
שבת שלום עם תקוה לשלומם של הנערים .,0,negative
" כל הכבוד , איש יקר ! המון הצלחה , בתפקידך החדש . וכמובן , גם אני חתומה . כבר 12 שנה ! גאה להחזיק , בכרטיס הירוק . ",0,negative
תתבייש לך לעודד התבוללות במדינה ששנים חלמנו עליה . איכס .,1,positive
" הי""ד ",1,positive
הלואי והצניעות הזו - שהעם כה משתוקק לה - תמשך !,0,negative
יחי הנשיא שלנו .,0,negative
כל הכבוד לכבוד הנשיא הפועל למען סובלנות במדינה . צריך לא להרפות ולהמשיך לפעול עד שהחלום יתגשם ! זה תלוי רק בנו .,0,negative
התבוללות כבוד הנשיא צר לי שאלה דעותיך ואתה שיצאתה ממשפחת רבנים נותן יד לדבר במקום לגנות זאת ללא אלימות,1,positive
כבוד הנשיא אתה השראה !,0,negative
" דיייייייייי נתתם יותר מידי במה לילדה הזאת אין מה לעשות כבר היא התאסלמה ובזה סגרה את הסיפור אל תשכחו חברים שהייתה לה מורה טובה בבית - אמא עם ערבי , אחות עם ערבי ומה עוד . ",1,positive
המון הצלחה - מתמודד ראוי ובחירה הכי נכונה לעם !,0,negative
יש לנו נשיא מענטש,0,negative
לכל אלה שמצדדים בעד החתונה הזאת דבר ראשון אני לא מאחל להם את זה אבל הסטטיסטיקה אומרת שכל הערבים שהתחתנו עם יהודיות אחרי החתונה הכלה קיבלה מכות ונהייתה שפחה של החתן ושל כל המשפחה שלו דבר שני והנה אני שואל את שאלת השאלות שאף אחד לא שאל עדיין אם יהודי היה מתחתן עם ערבייה החתונה הזאת גם הייתה יוצאת לפועל ? תבינו הערבים וכמובן שלא כולם אבל רובם המוחלט רוצים להשמיד את העם היהודי אז יש להם הרבה דרכים זה גם טרור ובין היתר לקחת לנו את בנותינו לאסלם אותן ולהתחתן איתם מקווה שתשכילו להבין את מה שהרבה בנות הבינו מאוחר מידיי,1,positive
כבוד נשיא המדינה מר ראובן רובי ריבלין עד היום החזקתי מימך בתור בן אדם פשוט וצנוע נעים הליכות מהיום אתה לא חבר היכן הרחמנות שלך אבא ניקרע בבכי קורע לב שהבת שלו התבוללה והתאסלמה אבא אחר אני בטוח שהיה שם קץ לחייו ואני מקליד פוסט זה בכאב לב בתור אחד שאין לו אבא : ' ( אני מרחם על האבא הזה אני מחכה לרגע הזה שהיא תבגוד בו על רקע כבוד המשפחה ואני את השיקולים שלי עשיתי כבוד נשיא המדינה מר ראובן רובי ריבלין מהיום אתה לא חבר ... https://www.facebook.com/photo.php?fbid=10200254294559743&set=t.100001740175804&type=1&theater,1,positive
חיוך של נכד זה חיוך מעומק הלב .... שתמיד יחזק אותך !,0,negative
אמן,0,negative
רובי ריבלין אתה אחלה בהצלחה,0,negative
" ועם כל הכבוד ערביי ישראל מוכיחים בכל הזדמנות שהם אויבי הישות הציונית במדינת ישראל למרות ההכרה בהם כאזרחים שווי זכויות ( ללא חובות ) עוד לא שמעתי אחד מהם מדבר בשבחי ישראל או מגנה תוקפנות נגד ישראל או מתגלה כמעריץ ישראל ... אלא להיפך אז בואו נקרא לילד בשמו ונצא מאשלית ה""דו קיום  "" כי הם מוכיחים פעם אחר פעם למי הם שייכים עם מי הם מזדהים וכמה הם שונאים אותנו..בלי שום קשר למה שהם מקבלים מאתנו . ההבדל בינינו לבינם שאנחנו מקדשים כל אדם באשר הוא אדם והם שונאים יהודי באשר הוא יהודי . אז אני מאוד מכבד את דעת נשיא המדינה שהוא נשיא מדינת כל אזרחיה . רק צריכה להישאל השאלה מהם הקריטריונים לאזרחות אמיתית ונאמנות למולדת . """,1,positive
חזק וברוך כבוד הנשיא,0,negative
חג שמח !!,0,negative
כבוד הנשיא טוב שתשמור על כבודך ותתרחק מכל השמאל ההזוי,1,positive
זו הדרך כבוד לטבע,0,negative
" יחי מידינת ישראל ויאללה בית""ר ",0,negative
הצלחתך-הצלחתנו !,0,negative
האיש המתאים בזמן המתאים .,0,negative
איזה נשיא חמוד אתה ! מפתיע כל פעם מחדש ! תמשיך לזרוע זרעים של אהבה,0,negative
מזל טוב ובהצלחה.אוהבים אותך וגאים.משפחת גרונדמן,0,negative
מזל טובבבבבבבבב עלה והצלח,0,negative
בזויים שכמותכם - וזה כולל אותך ריבלין . כל מה שמעניין אותכם זה מילה אחת - גזענות . מה עם רגשות האב . מה עם כל אותם נשים שנפלו קורבן לטרור החדש : https://www.facebook.com/photo.php?v=274188336112130&set=vb.270716683125962&type=2&theater,1,positive
למה יש 2 נשיאים . אתה בא . וגם פרס ?,1,positive
ככ עצוב ממש קורע לב יהיה זכרו ברוך 😢,0,negative
הלוואי והיו כמוך עוד רבים .... דרך צלחה ..,0,negative
" חג שבועות שמח למשפ' ריבלין . בשנה הבאה בע""ה אוכל להוסיף את התואר לאיחולים ",0,negative
נורא !!,0,negative
חבל שלא הופעת בטלוויזיה להופיע דורש יותר עומץ,1,positive
אמן בעה כבוד הנשיא אתה אוהב מאוד את ירושלים הלואי בעה יבנה בית המיקדש,0,negative
יהי זכרו ברוך ! כמה שהלב נקרע לחתיכות קטנות !!! מלאך קטן 😔,0,negative
" כבוד הנשיא זה אנטישמיות גזענית כלפי היהודים סטייל גבלס מגרמניה של שנות ה30 תחזור בך ומייד אנו לא גזענים ההתנגדות להתבוללות איננה גזענות ! ואינה רכוש נלהב של  "" הימין הקיצוני "" "" היא דבר בסיסי ביהדות ומצווה עלינו להלחם בתופעה גזענות היא תורת הגזע עם ישראל איננו מדבר על גזע אלה על רוחניות ומאפשר למן דהו להצטרף ולא ירצח אף אחד אם לא ! וזה בניגוד גמור לאיסלאם תחזור בך , אתה מסית ומתיר את דמנו ! """,1,positive
עצוב עצוב עצוב,0,negative
לך לעזזאל גם אתה מה אתה מחפש להיות ליבראלי על חשבון היהדות שהולכת ונקחדת עם אנשים כמוך,1,positive
קשה לראות את התמונה ולהאמין שהיפיוף הזה איננו,0,negative
רובי אדוני הנשיא השם יצליח את דרכך וכל מעשה ידך.יהודי ציוני גאה בך ובדרכך,0,negative
כבוד הנשיא כל הקריאות הגיזעניות ליכאורה הם כתוצאה מה מעשים וההיתנהגות של הערבים ובמיוחד ערביי ישראל שמיזדהים עם האוייב לזה אני קורה הגנה עצמית ולא גיזענות תפסיק ליטמון את הראש בחול כבוד הנשיא יש כאן בעייה חמורה,1,positive
לא שמעתי מימך על כל המחבלים ששורפים לי את המדינה.אבל בכל הזדמנות אתה יוצא נגד יהודים אבל יש ה' בשמיים ששומע ורואה הכל ......,1,positive
כפי שאמרתי לך בעבר אתה הנשיא של עם שבת שלום . שנזכה לראות את חטופים איתנו עוד השבתמאמן,0,negative
אני אם חד הורית בעלת נכות 100% +2 בנות בת 7 שגם היא בעלת נכות 100% עם צרכים מיוחדים + בת 2 . מפתח תקווה נקלענו למצוקה כלכלית קשה ברשויות לא ממש עוזרים אנו זקוקים קצת לתרומה של מוצרי מזון למקרר שעושה בעיות וגם הוא לא עובד טוב זקוקה לעזרה ברכישת ציוד לכיתה א ביגוד ומשחקים לבנות אין לנו מזגן בבית ואנחנו מתים מהחום של הקיץ דרושים אנשים טובים באמצע החיים ת.ד 482 פתח תקווה נייד 0505814627,2,
" אוהב אותך נשיא יקר , אל תהרוס . ",0,negative
" אותי אתה לא מייצג , נשיא בהסוואה מכרת את נשמתך . ",1,positive
יחיי נשיא מדינת ישראל בהצלחה .,0,negative
מישהו קיבל כאן לייק מהנשיא ?,2,
" זה ממש לא יפה כל האיחולים שאתם מאחלים לו פה ! דבר ראשון אני מאמינה שהבנות/נכדות שלו קיבלו חינוך יותר הולם ולכן לא יתחתנו עם מישהו לא מהדת . דבר שני הבחורה עשתה החלטה ושום דבר לא ישנה אותה ! אז מספיק לחשוב שאתם יכולים לשלוט על העולם ולשנות החלטות של אחרים , לכו תשקיעו את המאמצים שלכם בדברים יותר טובים , במקום לבזבז זמן עליה . את ההשלכות היא תצטרך להתמודד אחר כך , לטוב או לרע , וזה הזמן יגיד . אז מספיק ! תתעסקו בעניינים שלכם . ",0,negative
יהיה זכרו ברוך לעולמי עד,0,negative
המצחיק הוא שאדון ריבלין נמנה עם האצולה האשכנזית של פעם שאם הייתה מביאה חתן מזרחי לבית זה היה אסון . אז ערבי עכשיו הוא מתיר בושה לעם היהודי שהנשיא שלו מעודד התבוללות מר ריבלין אני מתבייש בך אתה לא הנשיא שלי,1,positive
" סופסוף מישהו מהפוליטיקה הישראלית אוזר אומץ ויוצא נגד הקריאות הגזעניות שפשטו במדינה , כפי שהבטחת אתה נשיא של כולם ודמוקרט אמיתי ",0,negative
על מה אתה אומר לו תודה על תמיכה בגויים !! מתבייש שאתה הנשיא שלי עוד מעט תהיה פה מדינה אסלאמית אך אנחנו נילחם על הארץ הזאת .,1,positive
מתי נשיא מדינה מתערב ??? מתי נשיא מדינה התערב בשירי הנאצה של אוהדי הפועל ... ליהודים ??,1,positive
אוהבים אותך !!!!!,0,negative
ברכות לזכיתך ....,0,negative
מזל טוב לנשיא מדינת ישראל . אוהבים אותך . בהצלחה .,0,negative
מלאך קטן ומקסים,0,negative
מפתיע ומעודד ! כל הכבוד לו,0,negative
" רובי ריבלין הוא איש ראוי ושפוי , חבר נאמן לדימונה , ואיש שלא הולך אחרי גדודי הקיצון . ",0,negative
ולי יש חלום שעוד בחיי שקט ושלווה יהיה בארץ .,0,negative
ריבלין איכזבת את העם היהודי,1,positive
שבת שלום כבוד הנשיא,0,negative
מזל טוב אני בטוחה שתמשיך להיות צנוע ולא תאכזב מזל טוב גם לנחמה ראויה מאוד לבית הנשיא,0,negative
הנשיא של אני התעוררתי בשעה חמש בבוקר שעון ניורק לראות את הבחירה שלו התפללתי שהוא יזכה וזה חשוב שהיושר זכה לא כל המועמדים שלא מגעים ליושר של הנשיא החדש .,0,negative
יהי זכרו ברוך,0,negative
עלה והצלח כבוד הנשיא שלנו ! מאמינים בך וגאים בך !,0,negative
" ילד כ""כ קטן , עצוב , מאוד כואב ",0,negative
בהצלחה בדרכך כנשיא !,0,negative
